category_id,name,depth,parent_id,wikipedia_page_id,wikipedia_url,wikidata_iri,has_extract,n_concepts,n_children,extract_preview
topics-in-component-engineering,Component engineering,4,component-engineering,21037206,https://en.wikipedia.org/?curid=21037206,wd:Q5156697,1,0,0,"Component engineering is an engineering discipline primarily used to ensure the suitability and testability of suitable components required to manufacture a larger product.
The term combines two ideas"
component-based-software-engineering,Component-based software engineering,4,software-engineering,2816674,https://en.wikipedia.org/?curid=2816674,wd:Q609588,1,7,0,"Component-based software engineering (CBSE), also called component-based development (CBD), is a style of software engineering that aims to construct a software system from components that are loosely"
composite-materials,Composite material,4,materials-science,157616,https://en.wikipedia.org/?curid=157616,wd:Q181790,1,14,0,A composite or composite material (also composition material) is a material which is produced from two or more constituent materials. These constituent materials have notably dissimilar chemical or ph
compressed-sensing,Compressed sensing,4,signal-processing,11403316,https://en.wikipedia.org/?curid=11403316,wd:Q2665459,1,7,0,"Compressed sensing (also known as compressive sensing, compressive sampling, or sparse sampling) is a signal processing technique for efficiently acquiring and reconstructing a signal by finding solut"
computability-logic,Computability logic,4,non-classical-logic,616985,https://en.wikipedia.org/?curid=616985,wd:Q5157263,1,0,0,"Computability logic (CoL) is a research program and mathematical framework for redeveloping logic as a systematic formal theory of computability, as opposed to classical logic, which is a formal theor"
computability-theory,Computability theory,4,theory-of-computation,155414,https://en.wikipedia.org/?curid=155414,wd:Q818930,1,26,0,"Computability theory, also known as recursion theory, is a branch of mathematical logic, computer science, and the theory of computation that originated in the 1930s with the study of computable funct"
computational-astrophysics,Computational astrophysics,4,astrophysics,34240222,https://en.wikipedia.org/?curid=34240222,wd:Q5157302,1,0,0,"Computational astrophysics  refers to the methods and computing tools developed and used in astrophysics research. Like computational chemistry or computational physics, it is both a specific branch o"
entities-in-computational-chemistry,Computational chemistry,4,computational-chemistry,6019,https://en.wikipedia.org/?curid=6019,wd:Q369472,1,0,0,Computational chemistry is a branch of chemistry that uses computer simulations to assist in solving chemical problems. It uses methods of theoretical chemistry incorporated into computer programs to 
topics-in-computational-chemistry,Computational chemistry,4,computational-chemistry,6019,https://en.wikipedia.org/?curid=6019,wd:Q369472,1,66,0,Computational chemistry is a branch of chemistry that uses computer simulations to assist in solving chemical problems. It uses methods of theoretical chemistry incorporated into computer programs to 
computational-complexity-theory,Computational complexity theory,4,theory-of-computation,7543,https://en.wikipedia.org/?curid=7543,wd:Q205084,1,69,0,"In theoretical computer science and mathematics, computational complexity theory focuses on classifying computational problems according to their resource usage, and explores the relationships between"
computational-economics,Computational economics,4,applied-economics,1420447,https://en.wikipedia.org/?curid=1420447,wd:Q3610415,1,0,0,Computational or algorithmic economics is an interdisciplinary field combining computer science and economics to efficiently solve computationally-expensive problems in economics. Some of these areas 
computational-electromagnetics,Computational electromagnetics,4,computational-physics,3849994,https://en.wikipedia.org/?curid=3849994,wd:Q5157313,1,12,0,"Computational electromagnetics (CEM), computational electrodynamics or electromagnetic modeling is the process of modeling the interaction of electromagnetic fields with physical objects and the envir"
computational-geometry,Computational geometry,4,algorithms-and-data-structures,176927,https://en.wikipedia.org/?curid=176927,wd:Q874709,1,34,0,Computational geometry is a branch of computer science devoted to the study of algorithms that can be stated in terms of geometry. Some purely geometrical problems arise out of the study of computatio
computational-linguistics,Computational linguistics,4,applied-linguistics,5561,https://en.wikipedia.org/?curid=5561,wd:Q182557,1,0,0,"Computational linguistics is an interdisciplinary field concerned with the computational modelling of natural language, as well as the study of appropriate computational approaches to linguistic quest"
computational-mechanics,Computational mechanics,4,computational-physics,5205878,https://en.wikipedia.org/?curid=5205878,wd:Q919765,1,0,0,Computational mechanics is the discipline concerned with the use of computational methods to study phenomena governed by the principles of mechanics. Before the emergence of computational science (als
computational-neuroscience,Computational neuroscience,4,neuroscience,271430,https://en.wikipedia.org/?curid=271430,wd:Q8037925,1,46,0,"Computational neuroscience (also known as theoretical neuroscience or mathematical neuroscience) is a branch of neuroscience which employs mathematics, computer science, theoretical analysis and abstr"
computational-number-theory,Computational number theory,4,number-theory,511466,https://en.wikipedia.org/?curid=511466,wd:Q2646614,1,0,0,"In mathematics and computer science, computational number theory, also known as algorithmic number theory, is the study of 
computational methods for investigating and solving problems in number theor"
entities-in-computational-physics,Computational physics,4,computational-physics,106418,https://en.wikipedia.org/?curid=106418,wd:Q909554,1,0,0,"Computational physics is the study and implementation of numerical analysis to solve problems in physics. Historically, computational physics was the first application of modern computers in science, "
topics-in-computational-physics,Computational physics,4,computational-physics,106418,https://en.wikipedia.org/?curid=106418,wd:Q909554,1,2,0,"Computational physics is the study and implementation of numerical analysis to solve problems in physics. Historically, computational physics was the first application of modern computers in science, "
computational-sociology,Computational sociology,4,sociological-methodologies,984692,https://en.wikipedia.org/?curid=984692,wd:Q905036,1,0,0,"Computational sociology is a branch of sociology that uses computationally intensive methods to analyze and model social phenomena. Using computer simulations, artificial intelligence, complex statist"
entities-in-computational-statistics,Computational statistics,4,computational-statistics,15832717,https://en.wikipedia.org/?curid=15832717,wd:Q5157340,1,0,0,"Computational statistics, or statistical computing, is the study which is the intersection of statistics and computer science, and refers to the statistical methods that are enabled by using computati"
topics-in-computational-statistics,Computational statistics,4,computational-statistics,15832717,https://en.wikipedia.org/?curid=15832717,wd:Q5157340,1,0,0,"Computational statistics, or statistical computing, is the study which is the intersection of statistics and computer science, and refers to the statistical methods that are enabled by using computati"
computational-thermodynamics,Computational thermodynamics,4,computational-physics,53713224,https://en.wikipedia.org/?curid=53713224,wd:Q30672538,1,0,0,"Computational thermodynamics is the use of computers to simulate thermodynamic problems specific to materials science, particularly used in the construction of phase diagrams.
Several open and commerc"
computational-thinking,Computational thinking,4,pedagogy,19850468,https://en.wikipedia.org/?curid=19850468,wd:Q5157342,1,0,0,"Computational thinking refers to the thought processes involved in formulating problems so their solutions can be represented as computational steps and algorithms. In education, computational thinkin"
computer-animation,Computer animation,4,computer-graphics,6777,https://en.wikipedia.org/?curid=6777,wd:Q1401416,1,25,0,"Computer animation is the process used for digitally generating moving images. The more general term computer-generated imagery (CGI) encompasses both still images and moving images, while computer an"
entities-in-computer-architecture,Computer architecture,4,computer-architecture,25652303,https://en.wikipedia.org/?curid=25652303,wd:Q173212,1,0,0,"In computer science and computer engineering, a computer architecture is the structure of a computer system made from component parts. It can sometimes be a high-level description that ignores details"
topics-in-computer-architecture,Computer architecture,4,computer-architecture,25652303,https://en.wikipedia.org/?curid=25652303,wd:Q173212,1,77,0,"In computer science and computer engineering, a computer architecture is the structure of a computer system made from component parts. It can sometimes be a high-level description that ignores details"
entities-in-computer-data-storage,Computer data storage,4,computer-data-storage,5300,https://en.wikipedia.org/?curid=5300,wd:Q66221,1,0,0,Computer data storage or digital data storage is the retention of digital data via technology consisting of computer components and recording media. Digital data storage is a core function and fundame
topics-in-computer-data-storage,Computer data storage,4,computer-data-storage,5300,https://en.wikipedia.org/?curid=5300,wd:Q66221,1,64,0,Computer data storage or digital data storage is the retention of digital data via technology consisting of computer components and recording media. Digital data storage is a core function and fundame
entities-in-computer-graphics,Computer graphics (computer science),4,computer-graphics,18567168,https://en.wikipedia.org/?curid=18567168,wd:Q150971,1,0,0,Computer graphics is a sub-field of computer science which studies methods for digitally synthesizing and manipulating visual content. Although the term often refers to the study of three-dimensional 
topics-in-computer-graphics,Computer graphics (computer science),4,computer-graphics,18567168,https://en.wikipedia.org/?curid=18567168,wd:Q150971,1,0,0,Computer graphics is a sub-field of computer science which studies methods for digitally synthesizing and manipulating visual content. Although the term often refers to the study of three-dimensional 
entities-in-hardware-engineering,Computer hardware,4,hardware-engineering,21808348,https://en.wikipedia.org/?curid=21808348,wd:Q3966,1,0,0,"Computer hardware includes the physical parts of a computer, such as the central processing unit (CPU), random-access memory (RAM), motherboard, computer data storage, graphics card, sound card, and c"
topics-in-hardware-engineering,Computer hardware,4,hardware-engineering,21808348,https://en.wikipedia.org/?curid=21808348,wd:Q3966,1,9,0,"Computer hardware includes the physical parts of a computer, such as the central processing unit (CPU), random-access memory (RAM), motherboard, computer data storage, graphics card, sound card, and c"
entities-in-computer-networks,Computer network,4,computer-networks,4122592,https://en.wikipedia.org/?curid=4122592,wd:Q1301371,1,0,0,"In computer science, computer engineering, and telecommunications, a network is a group of communicating computers and peripherals known as hosts, which communicate data to other hosts via communicati"
topics-in-computer-networks,Computer network,4,computer-networks,4122592,https://en.wikipedia.org/?curid=4122592,wd:Q1301371,0,16,0,
entities-in-computer-programming,Computer programming,4,computer-programming,5311,https://en.wikipedia.org/?curid=5311,wd:Q80006,1,0,0,"Computer programming or coding is the composition of sequences of instructions, called programs, that computers can follow to perform tasks. It involves designing and implementing algorithms, step-by-"
topics-in-computer-programming,Computer programming,4,computer-programming,5311,https://en.wikipedia.org/?curid=5311,wd:Q80006,1,74,0,"Computer programming or coding is the composition of sequences of instructions, called programs, that computers can follow to perform tasks. It involves designing and implementing algorithms, step-by-"
entities-in-computer-security,Computer security,4,computer-security,7398,https://en.wikipedia.org/?curid=7398,wd:Q3510521,1,0,0,"Computer security (also cybersecurity, digital security, or information technology (IT) security) is a subdiscipline within the field of information security. It focuses on protecting computer softwar"
topics-in-computer-security,Computer security,4,computer-security,7398,https://en.wikipedia.org/?curid=7398,wd:Q3510521,1,16,0,"Computer security (also cybersecurity, digital security, or information technology (IT) security) is a subdiscipline within the field of information security. It focuses on protecting computer softwar"
computer-vision,Computer vision,4,artificial-intelligence,6596,https://en.wikipedia.org/?curid=6596,wd:Q844240,1,137,0,"Computer vision tasks include methods for acquiring, processing, analyzing, and understanding digital images, and extraction of high-dimensional data from the real world in order to produce numerical "
entities-in-computer-mediated-communication,Computer-mediated communication,4,computer-mediated-communication,320498,https://en.wikipedia.org/?curid=320498,wd:Q796573,1,0,0,Computer-mediated communication  (CMC) is defined as any human communication that occurs through the use of two or more electronic devices.  Computer-mediated communication is relevant to linguistics 
topics-in-computer-mediated-communication,Computer-mediated communication,4,computer-mediated-communication,320498,https://en.wikipedia.org/?curid=320498,wd:Q796573,1,0,0,Computer-mediated communication  (CMC) is defined as any human communication that occurs through the use of two or more electronic devices.  Computer-mediated communication is relevant to linguistics 
concentrated-solar-power,Concentrated solar power,4,solar-power,17805223,https://en.wikipedia.org/?curid=17805223,wd:Q285927,1,0,0,"Concentrated solar power (CSP), also called concentrating solar power or concentrated solar thermal, involves systems that collect solar heat for multiple purposes like cooking, desalination, or the g"
chemical-concentration,Concentration,4,chemical-reactions,7512,https://en.wikipedia.org/?curid=7512,wd:Q3686031,1,11,0,"In chemistry, concentration is the abundance of a constituent divided by the total volume of a mixture. Several types of mathematical description can be distinguished: mass concentration, molar concen"
concrete,Concrete,4,materials-science,5371,https://en.wikipedia.org/?curid=5371,wd:Q22657,1,27,0,"Concrete is a composite material composed of aggregate bound together with a fluid cement that cures to a solid. It is the second-most-used substance (after water), the most widely used building mater"
concurrent-computing,Concurrent computing,4,high-performance-computing,2581605,https://en.wikipedia.org/?curid=2581605,wd:Q128392,1,21,0,"Concurrent computing is a form of computing in which several computations are executed concurrently—during overlapping time periods—instead of sequentially—with one completing before the next starts.
"
condensation-reactions,Condensation reaction,4,chemical-reactions,172825,https://en.wikipedia.org/?curid=172825,wd:Q910058,1,15,0,"In organic chemistry, a condensation reaction is a type of chemical reaction in which two molecules are combined to form a single molecule, usually with the loss of a small molecule such as water. If "
entities-in-condensed-matter-physics,Condensed matter physics,4,condensed-matter-physics,5387,https://en.wikipedia.org/?curid=5387,wd:Q214781,1,0,0,"Condensed matter physics is the field of physics that deals with the macroscopic and microscopic physical properties of matter, especially the solid and liquid phases, that arise from electromagnetic "
topics-in-condensed-matter-physics,Condensed matter physics,4,condensed-matter-physics,5387,https://en.wikipedia.org/?curid=5387,wd:Q214781,1,51,0,"Condensed matter physics is the field of physics that deals with the macroscopic and microscopic physical properties of matter, especially the solid and liquid phases, that arise from electromagnetic "
conflict-management,Conflict management,4,business-administration,1767727,https://en.wikipedia.org/?curid=1767727,wd:Q1640893,1,0,0,Conflict management is the process of limiting the negative aspects of conflict while increasing the positive aspects of conflict in the workplace. The aim of conflict management is to enhance learnin
conflict-theories,Conflict theories,4,sociological-theories,266956,https://en.wikipedia.org/?curid=266956,wd:Q1412640,1,1,0,Conflict theories are perspectives in political philosophy and sociology which argue that individuals and groups (social classes) within society interact on the basis of conflict rather than agreement
connective-tissue,Connective tissue,4,cell-biology,228845,https://en.wikipedia.org/?curid=228845,wd:Q25615,1,38,0,"Connective tissue is biological tissue that is found in between other tissues in the body. Most types of connective tissue consists of three main components: elastic and collagen fibers, ground substa"
entities-in-conservation-biology,Conservation biology,4,conservation-biology,216216,https://en.wikipedia.org/?curid=216216,wd:Q641498,1,0,0,"Conservation biology is the study of the conservation of nature and of Earth's biodiversity with the aim of protecting species, their habitats, and ecosystems from excessive rates of extinction and th"
topics-in-conservation-biology,Conservation biology,4,conservation-biology,216216,https://en.wikipedia.org/?curid=216216,wd:Q641498,0,5,0,
conservatism,Conservatism,4,political-ideologies,6675,https://en.wikipedia.org/?curid=6675,wd:Q7169,1,10,0,"Conservatism is a cultural, social, and political philosophy and ideology that seeks to promote and preserve traditional institutions, customs, and values. The central tenets of conservatism may vary "
constitutional-economics,Constitutional economics,4,heterodox-economics,28240525,https://en.wikipedia.org/?curid=28240525,wd:Q1489796,1,0,0,"Constitutional economics is a research program in economics and constitutionalism that has been described as explaining the choice ""of alternative sets of legal-institutional-constitutional rules that"
entities-in-construction-engineering,Construction engineering,4,construction-engineering,50705,https://en.wikipedia.org/?curid=50705,wd:Q2674423,1,0,0,"Construction engineering, also known as construction operations, is a professional sub-discipline of civil engineering that deals with the designing, planning, construction, and operations management "
topics-in-construction-engineering,Construction engineering,4,construction-engineering,50705,https://en.wikipedia.org/?curid=50705,wd:Q2674423,1,1,0,"Construction engineering, also known as construction operations, is a professional sub-discipline of civil engineering that deals with the designing, planning, construction, and operations management "
consumer-behaviour,Consumer behaviour,4,applied-psychology,754957,https://en.wikipedia.org/?curid=754957,wd:Q301468,1,2,0,"Consumer behaviour is the study of individuals, groups, or organisations and all activities associated with the purchase, use and disposal of goods and services. It encompasses how the consumer's emot"
consumer-electronics,Consumer electronics,4,electronic-engineering,189768,https://en.wikipedia.org/?curid=189768,wd:Q581105,1,66,0,"Consumer electronics, also known as home electronics, are electronic devices intended for everyday household use. Consumer electronics include those used for entertainment, communications, and recreat"
contemporary-history,Contemporary history,4,modern-era,10689543,https://en.wikipedia.org/?curid=10689543,wd:Q186075,1,57,0,"Contemporary history, in English-language historiography, is a subset of modern history that describes the historical period from about 1945 to the present. In the social sciences, contemporary histor"
content-repositories,Content repository,4,databases,18877735,https://en.wikipedia.org/?curid=18877735,wd:Q4501235,1,0,0,"A content  repository or content store is a database of digital content with an associated set of data management, search and access methods allowing application-independent access to the content, rat"
continuous-optimization,Continuous optimization,4,mathematical-optimization,420577,https://en.wikipedia.org/?curid=420577,wd:Q5165499,1,0,0,"Continuous optimization is a branch of optimization in applied mathematics.
As opposed to discrete optimization, the variables used in the objective function are required to be continuous variables—th"
continuum-mechanics,Continuum mechanics,4,mechanics,5918,https://en.wikipedia.org/?curid=5918,wd:Q193463,1,0,0,Continuum mechanics is a branch of mechanics that deals with the deformation of and transmission of forces through materials modeled as a continuous medium (also called a continuum) rather than as dis
entities-in-research-institutes,Contract research organization,4,research-institutes,1984610,https://en.wikipedia.org/?curid=1984610,wd:Q760102,1,0,0,"In the life sciences, a contract research organization or clinical research organization (CRO) is a company that provides support to the  pharmaceutical, biotechnology, and medical device industries i"
topics-in-research-institutes,Contract research organization,4,research-institutes,1984610,https://en.wikipedia.org/?curid=1984610,wd:Q760102,1,0,0,"In the life sciences, a contract research organization or clinical research organization (CRO) is a company that provides support to the  pharmaceutical, biotechnology, and medical device industries i"
contract-theory,Contract theory,4,microeconomics,296775,https://en.wikipedia.org/?curid=296775,wd:Q1918846,1,2,0,"From an economic perspective, contract theory studies how economic actors can and do construct contractual arrangements, generally in the presence of information asymmetry. Because of its connections "
entities-in-control-theory-and-engineering,Control engineering,4,control-theory-and-engineering,7011,https://en.wikipedia.org/?curid=7011,wd:Q4917288,1,0,0,"Control engineering, also known as control systems engineering and, in some European countries, automation engineering, is an engineering discipline that deals with control systems, applying control t"
topics-in-control-theory-and-engineering,Control engineering,4,control-theory-and-engineering,7011,https://en.wikipedia.org/?curid=7011,wd:Q4917288,1,3,0,"Control engineering, also known as control systems engineering and, in some European countries, automation engineering, is an engineering discipline that deals with control systems, applying control t"
control-system,Control system,4,control-theory-and-engineering,275473,https://en.wikipedia.org/?curid=275473,wd:Q959968,1,39,0,"A control system manages, commands, directs, or regulates the behavior of other devices or systems using control loops. It can range from a single home heating controller using a thermostat controllin"
control-theory,Control theory,4,control-theory-and-engineering,7039,https://en.wikipedia.org/?curid=7039,wd:Q6501221,1,89,0,Control theory is a field of control engineering and applied mathematics that deals with the control of dynamical systems. The aim is to develop a model or algorithm governing the application of syste
convex-geometry,Convex geometry,4,geometry,4165882,https://en.wikipedia.org/?curid=4165882,wd:Q1783542,1,4,0,"In mathematics, convex geometry is the branch of geometry studying convex sets, mainly in Euclidean space. Convex sets occur naturally in many areas: computational geometry, convex analysis, discrete "
conveyor-system,Conveyor system,4,industrial-engineering,13215001,https://en.wikipedia.org/?curid=13215001,wd:Q577998,1,0,0,A conveyor system is a common piece of mechanical handling equipment that moves materials from one location to another. Conveyors are especially useful in applications involving the transport of heavy
cooking,Cooking,4,food-science,5355,https://en.wikipedia.org/?curid=5355,wd:Q38695,1,10,0,"Cooking, also known as cookery, is the art, science and craft of using heat to make food more palatable, digestible, nutritious, or safe. Cooking techniques and ingredients vary widely, from grilling "
coordination-chemistry,Coordination complex,4,inorganic-chemistry,7304,https://en.wikipedia.org/?curid=7304,wd:Q238156,1,121,0,"A coordination complex is a chemical compound consisting of a central atom or ion, which is usually metallic and is called the coordination centre, and a surrounding array of bound molecules or ions, "
copyright-law,Copyright,4,branches-of-law,5278,https://en.wikipedia.org/?curid=5278,wd:Q1297822,1,63,0,"A copyright is a type of intellectual property that gives its owner the exclusive legal right to copy, distribute, adapt, display, and perform a creative work, usually for a limited time. The creative"
corporate-finance,Corporate finance,4,finance,34742901,https://en.wikipedia.org/?curid=34742901,wd:Q1134763,1,83,0,"Corporate finance is an area of finance that deals with the sources of funding, and the capital structure of businesses, the actions that managers take to increase the value of the firm to the shareho"
corporatism,Corporatism,4,political-ideologies,27619138,https://en.wikipedia.org/?curid=27619138,wd:Q192886,1,0,0,"Corporatism is a political ideology and political system of interest representation and policymaking whereby corporate groups, such as agricultural, labour, military, business, scientific, or guild as"
correlations,Correlation,4,descriptive-statistics,157057,https://en.wikipedia.org/?curid=157057,wd:Q186290,1,7,0,"In statistics, correlation is a type of statistical relationship between two random variables or bivariate data. It usually refers to the extent to which a pair of quantities are linearly related. Mor"
corruption,Corruption,4,political-science,3608404,https://en.wikipedia.org/?curid=3608404,wd:Q366,1,13,0,Corruption is a form of dishonesty or a criminal offense that is undertaken by a person or an organization that is entrusted in a position of authority to acquire illicit benefits or abuse power for o
cosmetics,Cosmetics,4,process-engineering,158015,https://en.wikipedia.org/?curid=158015,wd:Q131207,1,75,0,"Cosmetics are substances that are intended for application to the body for cleansing, beautifying, promoting attractiveness, or altering appearance. They are mixtures of chemical compounds derived fro"
counseling-psychology,Counseling psychology,4,applied-psychology,505326,https://en.wikipedia.org/?curid=505326,wd:Q12166572,1,0,0,"Counseling or Counselling psychology is an international discipline. It is practiced in the United States and Canada, the United Kingdom and Ireland, Australia and New Zealand, Hong Kong and Korea, an"
count-data,Count data,4,descriptive-statistics,15690807,https://en.wikipedia.org/?curid=15690807,wd:Q5176731,1,0,0,"In statistics, count data is a statistical data type describing countable quantities, data which can take only the counting numbers, non-negative integer values {0, 1, 2, 3, ...}, and where these inte"
creationism,Creationism,4,belief-systems,5326,https://en.wikipedia.org/?curid=5326,wd:Q130352,1,15,0,"Creationism is the religious belief that nature, and aspects such as the universe, Earth, life, and humans, originated with supernatural acts of divine creation, and is often pseudoscientific. In its "
creativity,Creativity,4,aesthetics,142910,https://en.wikipedia.org/?curid=142910,wd:Q170658,1,0,0,Creativity is the ability to generate novel and valuable ideas or works through the exercise of imagination. The products of creativity may be classified as either intangible or physical. Intangible p
criminal-investigation,Criminal investigation,4,law-enforcement,5236980,https://en.wikipedia.org/?curid=5236980,wd:Q1964968,1,0,0,"Criminal investigation is an applied science that involves the study of facts that are then used to inform criminal trials. A complete criminal investigation can include searching, interviews, interro"
criminal-law,Criminal law,4,branches-of-law,21351321,https://en.wikipedia.org/?curid=21351321,wd:Q146491,1,41,0,"Criminal law is the body of law that relates to crime. It proscribes conduct perceived as threatening, harmful, or otherwise endangering to the property, health, safety, and welfare of people, includi"
criminal-procedure,Criminal procedure,4,law-enforcement,37297,https://en.wikipedia.org/?curid=37297,wd:Q146071,1,0,0,"Criminal procedure is the adjudication process of the criminal law. While criminal procedure differs dramatically by jurisdiction, the process generally begins with a formal criminal charge with the p"
crisis-management,Crisis management,4,business-administration,348268,https://en.wikipedia.org/?curid=348268,wd:Q1141276,1,0,0,Crisis management is the process by which an organization deals with a disruptive and unexpected event that threatens to harm the organization or its stakeholders. The study of crisis management origi
critical-phenomena,Critical phenomena,4,thermodynamics,376800,https://en.wikipedia.org/?curid=376800,wd:Q900634,1,31,0,"In physics, critical phenomena is the collective name associated with the
physics of critical points. Most of them stem from the divergence of the 
correlation length, but also the dynamics slows down"
critical-psychology,Critical psychology,4,applied-psychology,7801,https://en.wikipedia.org/?curid=7801,wd:Q1640336,1,0,0,"Critical psychology  is a perspective on psychology that draws extensively on critical theory. Critical psychology challenges the assumptions, theories and methods of mainstream psychology and attempt"
critical-systems-thinking,Critical systems thinking,4,systems-thinking,17740455,https://en.wikipedia.org/?curid=17740455,wd:Q5186773,1,1,0,"Critical systems thinking (CST) is a systems thinking approach designed to aid decision-makers, and other stakeholders, improve complex problem situations that cross departmental and, often, organizat"
critical-theory,Critical theory,4,sociological-theories,42736966,https://en.wikipedia.org/?curid=42736966,wd:Q301751,1,46,0,"Critical theory is a social, historical, and political school of thought and philosophical perspective which centers on analyzing and challenging systemic power relations in society, arguing that know"
critical-thinking,Critical thinking,4,pedagogy,276872,https://en.wikipedia.org/?curid=276872,wd:Q843894,1,0,0,"Critical thinking is the process of analyzing available facts, evidence, observations, and arguments to reach sound conclusions or informed choices. It involves recognizing underlying assumptions, pro"
cross-cultural-psychology,Cross-cultural psychology,4,basic-psychology,11507939,https://en.wikipedia.org/?curid=11507939,wd:Q2084504,1,0,0,"Cross-cultural psychology is the scientific study of human behavior and mental processes, including both their variability and invariance, under diverse cultural conditions. Through expanding research"
cross-validation,Cross-validation (statistics),4,data-analysis,416612,https://en.wikipedia.org/?curid=416612,wd:Q541014,1,26,0,"Cross-validation, sometimes called rotation estimation or out-of-sample testing, is any of various similar model validation techniques for assessing how the results of a statistical analysis will gene"
cryochemistry,Cryochemistry,4,physical-chemistry,8769764,https://en.wikipedia.org/?curid=8769764,wd:Q4118971,1,0,0,"Cryochemistry is the study of chemical interactions at temperatures below −150 °C (−238 °F; 123 K). It is derived from the Greek word cryos, meaning 'cold'. It overlaps with many other sciences, inclu"
cryogenics,Cryogenics,4,materials-science,7176,https://en.wikipedia.org/?curid=7176,wd:Q192116,1,13,0,"In physics, cryogenics is the production and behaviour of materials at very low temperatures.
The 13th International Institute of Refrigeration's (IIR) International Congress of Refrigeration (held in"
cryptanalysis,Cryptanalysis,4,computer-security,5715,https://en.wikipedia.org/?curid=5715,wd:Q897511,1,33,0,Cryptanalysis (from Greek  kryptós 'hidden' and  analýein 'to analyze') refers to the process of analyzing information systems in order to understand hidden aspects of the systems. Cryptanalysis is us
cryptography,Cryptography,4,computer-security,18934432,https://en.wikipedia.org/?curid=18934432,wd:Q8789,1,9,0,"Cryptography, or cryptology, is the practice and study of techniques for secure communication in the presence of adversarial behavior. More generally, cryptography is about constructing and analyzing "
crystal-engineering,Crystal engineering,4,materials-science,5340351,https://en.wikipedia.org/?curid=5340351,wd:Q5191408,1,0,0,Crystal engineering studies the design and synthesis of solid-state structures with desired properties through deliberate control of intermolecular interactions.   It is an interdisciplinary academic 
crystallography,Crystallography,4,condensed-matter-physics,7794,https://en.wikipedia.org/?curid=7794,wd:Q160398,1,28,0,Crystallography is the branch of science devoted to the study of molecular and crystalline structure and properties. The word crystallography is derived from the Ancient Greek word κρύσταλλος (krústal
entities-in-cultural-anthropology,Cultural anthropology,4,cultural-anthropology,5388,https://en.wikipedia.org/?curid=5388,wd:Q28598,1,1,0,"Cultural anthropology is a branch of anthropology focused on the study of cultural variation among humans. It is in contrast to social anthropology, which perceives cultural variation as a subset of a"
topics-in-cultural-anthropology,Cultural anthropology,4,cultural-anthropology,5388,https://en.wikipedia.org/?curid=5388,wd:Q28598,1,26,0,"Cultural anthropology is a branch of anthropology focused on the study of cultural variation among humans. It is in contrast to social anthropology, which perceives cultural variation as a subset of a"
cultural-economics,Cultural economics,4,mesoeconomics,11359053,https://en.wikipedia.org/?curid=11359053,wd:Q1041282,1,0,0,"Cultural economics is the branch of economics that studies the relation of culture to economic outcomes. Here, 'culture' is defined by shared beliefs and preferences of respective groups. Programmatic"
cultural-geography,Cultural geography,4,human-geography,2678329,https://en.wikipedia.org/?curid=2678329,wd:Q168891,1,0,0,Cultural geography is a subfield within human geography. Though the first traces of the study of different nations and cultures on Earth can be dated back to ancient geographers such as Ptolemy or Str
cultural-history,Cultural history,4,fields-of-history,424789,https://en.wikipedia.org/?curid=424789,wd:Q858517,1,0,0,"Cultural history records and interprets events in human history with respect to the contemporaneous social, cultural and political milieu, arts, and manners. Jacob Burckhardt (1818–1897) helped found "
cultural-psychology,Cultural psychology,4,basic-psychology,2700105,https://en.wikipedia.org/?curid=2700105,wd:Q1378247,1,0,0,"Cultural psychology is the study of how cultures reflect and shape their members' psychological processes.
It is based on the premise that mind and culture are inseparable and mutually constitutive. T"
culture,Culture,4,applied-sociology,19159508,https://en.wikipedia.org/?curid=19159508,wd:Q11042,1,22,0,"Culture ( KUL-chər or  KUUL-chər) is a concept that encompasses the social behavior, institutions, and norms found in human societies, as well as the knowledge, beliefs, arts, laws, customs, capabilit"
customer-relationship-management,Customer relationship management,4,business-administration,6968,https://en.wikipedia.org/?curid=6968,wd:Q485643,1,19,0,"Customer relationship management (CRM) is a strategic process that organizations use to manage, analyze, and improve their interactions with customers. By using data-driven insights, CRM often involve"
cybernetics,Cybernetics,4,systems-theory,20786042,https://en.wikipedia.org/?curid=20786042,wd:Q123637,1,1,0,"Cybernetics is the transdisciplinary study of circular causal processes such as feedback and recursion, where the effects of a system's actions (its outputs) return as inputs to that system, influenci"
cytoskeleton,Cytoskeleton,4,cell-biology,156970,https://en.wikipedia.org/?curid=156970,wd:Q154626,1,23,0,"The cytoskeleton is a complex, dynamic network of interlinking protein filaments present in the cytoplasm of all cells, including those of bacteria and archaea. In eukaryotes, it extends from the cell"
dna,DNA,4,molecular-biology,7955,https://en.wikipedia.org/?curid=7955,wd:Q7430,1,39,0,"Deoxyribonucleic acid (; DNA) is a polymer composed of two polynucleotide chains that coil around each other to form a double helix. The polymer carries genetic instructions for the development, funct"
dairy-farming,Dairy farming,4,animal-husbandry,449934,https://en.wikipedia.org/?curid=449934,wd:Q14096331,1,0,0,"Dairy farming is a class of agriculture for the long-term production of milk, which is processed (either on the farm or at a dairy plant, either of which may be called a dairy) for the eventual sale o"
dance,Dance,4,performing-arts,7885,https://en.wikipedia.org/?curid=7885,wd:Q11639,1,12,0,"Dance is an art form, consisting of sequences of body movements with aesthetic and often symbolic value, either improvised or purposefully selected. Dance can be categorized and described by its chore"
data,Data (computer science),4,databases,2234333,https://en.wikipedia.org/?curid=2234333,wd:Q494756,0,0,0,
